index,Row ID,Opportunity ID,Created Date,Closed Date,Stage,Opportunity Name,Sales
2645,4449,CA-2017-121965,06/20/21,06/24/21,Closed Won,Eldon 200 Class Desk Accessories,12.56
2646,4450,CA-2017-121965,06/20/21,06/24/21,Closed Won,Xerox 231,6.48
2647,4451,CA-2017-121965,06/20/21,06/24/21,Closed Won,Cameo Buff Policy Envelopes,186.69
2648,5086,CA-2017-144302,06/20/21,06/24/21,Closed Won,"GBC White Gloss Covers, Plain Front",5792.00
2649,8012,US-2017-136427,06/21/21,06/24/21,Closed Lost,Griffin GC36547 PowerJolt SE Lightning Charger,125944.00
2650,7749,CA-2017-133242,06/19/21,06/25/21,Closed Won,"Seth Thomas 8 1/2"" Cubicle Clock",60.84
2651,7750,CA-2017-133242,06/19/21,06/25/21,Closed Won,Tennsco Double-Tier Lockers,450.04
2652,7751,CA-2017-133242,06/19/21,06/25/21,Closed Won,Wilson Jones International Size A4 Ring Binders,34.60
2653,7752,CA-2017-133242,06/19/21,06/25/21,Closed Won,Cisco SPA301,467.97
2654,7753,CA-2017-133242,06/19/21,06/25/21,Closed Won,JM Magazine Binder,33.02
2655,9391,CA-2017-163734,06/20/21,06/25/21,Closed Won,Recycled Steel Personal File for Hanging File Folders,228.92
2656,9483,CA-2017-158351,06/21/21,06/25/21,Negotiating,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,31998.40
2657,1593,CA-2017-122826,06/24/21,06/26/21,Negotiating,Pyle PRT45 Retro HomeÂ Telephone,201568.00
2658,2744,CA-2017-140144,06/21/21,06/26/21,Negotiating,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64
2659,2745,CA-2017-140144,06/21/21,06/26/21,Negotiating,netTALK DUO VoIP Telephone Service,125976.00
2660,3520,CA-2017-124975,06/23/21,06/26/21,Closed Lost,Hon Rectangular Conference Tables,796425.00
2661,340,CA-2017-128167,06/23/21,06/27/21,Negotiating,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96
2662,5133,CA-2017-123330,06/22/21,06/28/21,Closed Won,Innergie mMini Combo Duo USB Travel Charging Kit,107976.00
2663,8833,CA-2017-153423,06/23/21,06/28/21,Closed Won,GBC Ibimaster 500 Manual ProClick Binding System,0.00
2664,6704,CA-2017-139164,06/24/21,06/29/21,Closed Won,"Plantronics CS 50-USB -Â headsetÂ - Convertible, Monaural",21758.40
2665,6705,CA-2017-139164,06/24/21,06/29/21,Closed Won,Assorted Color Push Pins,5.43
2666,6706,CA-2017-139164,06/24/21,06/29/21,Closed Won,JBL Micro Wireless Portable Bluetooth Speaker,143976.00
2667,8033,CA-2017-119690,06/26/21,06/29/21,Closed Lost,Xerox 1884,47952.00
2668,8034,CA-2017-119690,06/26/21,06/29/21,Closed Lost,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.98
2669,8035,CA-2017-119690,06/26/21,06/29/21,Closed Lost,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",7538.40
2670,8036,CA-2017-119690,06/26/21,06/29/21,Closed Lost,Avery File Folder Labels,4608.00
2671,384,CA-2017-125395,06/27/21,06/30/21,Negotiating,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.90
2672,8077,CA-2017-106187,06/24/21,06/30/21,Closed Won,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42
2673,8078,CA-2017-106187,06/24/21,06/30/21,Closed Won,GBC DocuBind P100 Manual Binding Machine,165.98
2674,8079,CA-2017-106187,06/24/21,06/30/21,Closed Won,Dell Slim USB Multimedia Keyboard,75.00
2675,789,CA-2017-115938,06/27/21,07/01/2021,Closed Won,GBC VeloBinder Manual Binding System,143.96
2676,790,CA-2017-115938,06/27/21,07/01/2021,Closed Won,"Decoflex Hanging Personal Folder File, Blue",15.42
2677,791,CA-2017-115938,06/27/21,07/01/2021,Closed Won,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04
2678,792,CA-2017-115938,06/27/21,07/01/2021,Closed Won,Office Star - Contemporary Task Swivel Chair,332.94
2679,4045,CA-2017-137750,06/26/21,07/01/2021,Closed Won,Dana Halogen Swing-Arm Architect Lamp,204.85
2680,7150,CA-2017-166583,06/27/21,07/01/2021,Closed Won,Polycom SoundStation2 EX ConferenceÂ phone,971.88
2681,8276,CA-2017-143882,06/27/21,07/01/2021,Closed Won,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),43056.00
2682,1868,CA-2017-127110,06/26/21,07/02/2021,Closed Won,Xerox 211,31104.00
2683,1869,CA-2017-127110,06/26/21,07/02/2021,Closed Won,Tennsco Industrial Shelving,78256.00
2684,4315,CA-2017-115945,06/26/21,07/02/2021,Closed Won,Staples in misc. colors,20.96
2685,4316,CA-2017-115945,06/26/21,07/02/2021,Closed Won,"GBC Velobind Prepunched Cover Sets, Regency Series",8875.20
2686,4317,CA-2017-115945,06/26/21,07/02/2021,Closed Won,Tennsco Regal Shelving Units,304.23
2687,2508,CA-2017-120397,07/03/2021,07/03/2021,Proposing,Belkin 8 Outlet Surge Protector,3278.40
2688,6976,CA-2017-112144,06/29/21,07/03/2021,Closed Won,Avery 501,5904.00
2689,6977,CA-2017-112144,06/29/21,07/03/2021,Closed Won,Electrix Halogen Magnifier Lamp,6217.60
2690,9024,CA-2017-165799,06/30/21,07/03/2021,Closed Lost,Office Star - Mesh Screen back chair with Vinyl seat,117882.00
2691,9971,CA-2017-103772,06/29/21,07/03/2021,Closed Won,GBC Recycled Regency Composition Covers,119.56
2692,9972,CA-2017-103772,06/29/21,07/03/2021,Closed Won,"Boston Model 1800 Electric Pencil Sharpener, Gray",140.75
2693,5814,CA-2017-150196,07/03/2021,07/04/2021,Closed Lost,Xerox 209,19.44
2694,9092,CA-2017-162950,06/29/21,07/04/2021,Negotiating,Xerox 1999,15552.00
2695,9093,CA-2017-162950,06/29/21,07/04/2021,Negotiating,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94
2696,9737,US-2017-100069,06/30/21,07/04/2021,Closed Won,Cisco 8x8 Inc. 6753i IP Business Phone System,269.98
2697,4794,US-2017-141684,06/30/21,07/05/2021,Closed Won,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾â€ x 11â€",24.96
2698,8849,CA-2017-140718,07/03/2021,07/05/2021,Closed Lost,Geemarc AmpliPOWER60,7424.00
2699,8850,CA-2017-140718,07/03/2021,07/05/2021,Closed Lost,24-Hour Round Wall Clock,15984.00
2700,8851,CA-2017-140718,07/03/2021,07/05/2021,Closed Lost,Wilson Jones Turn Tabs Binder Tool for Ring Binders,2892.00
2701,8852,CA-2017-140718,07/03/2021,07/05/2021,Closed Lost,Things To Do Today Pad,9392.00
2702,1051,US-2017-153500,07/04/2021,07/06/2021,Closed Lost,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,16846.40
2703,1052,US-2017-153500,07/04/2021,07/06/2021,Closed Lost,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6720.00
2704,1053,US-2017-153500,07/04/2021,07/06/2021,Closed Lost,"Howard Miller 12"" Round Wall Clock",28288.80
2705,2205,CA-2017-128860,06/30/21,07/06/2021,Closed Won,"Eldon Executive Woodline II Desk Accessories, Mahogany",20104.00
2706,3489,CA-2017-157322,07/03/2021,07/07/2021,Closed Won,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408422.00
2707,3490,CA-2017-157322,07/03/2021,07/07/2021,Closed Won,"Global Wood Trimmed Manager's Task Chair, Khaki",382116.00
2708,3491,CA-2017-157322,07/03/2021,07/07/2021,Closed Won,Advantus Rolling Storage Box,68.60
2709,3492,CA-2017-157322,07/03/2021,07/07/2021,Closed Won,Adjustable Depth Letter/Legal Cart,435504.00
2710,3493,CA-2017-157322,07/03/2021,07/07/2021,Closed Won,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6â€ x 11â€",11168.00
2711,1287,CA-2017-124268,07/05/2021,07/09/2021,Closed Won,Colorific Watercolor Pencils,15.48
2712,4192,CA-2017-129392,07/09/2021,07/09/2021,Proposing,Xerox 1990,21.12
2713,7919,CA-2017-152513,07/05/2021,07/09/2021,Negotiating,Avery Premier Heavy-Duty Binder with Round Locking Rings,22848.00
2714,587,CA-2017-128139,07/04/2021,07/10/2021,Closed Won,Novimex High-Tech Fabric Mesh Task Chair,70.98
2715,588,CA-2017-128139,07/04/2021,07/10/2021,Closed Won,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93
2716,1253,CA-2017-154956,07/05/2021,07/10/2021,Closed Won,Mitel MiVoice 5330e IP Phone,1099.96
2717,4132,CA-2017-111703,07/03/2021,07/10/2021,Closed Won,Easy-staple paper,11952.00
2718,4133,CA-2017-111703,07/03/2021,07/10/2021,Closed Won,Xerox 1957,15552.00
2719,1017,CA-2017-108665,07/07/2021,07/11/2021,Closed Won,G.E. Halogen Desk Lamp Bulbs,13.96
2720,1018,CA-2017-108665,07/07/2021,07/11/2021,Closed Won,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82
2721,1019,CA-2017-108665,07/07/2021,07/11/2021,Closed Won,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95
2722,1020,CA-2017-108665,07/07/2021,07/11/2021,Closed Won,Iceberg Mobile Mega Data/Printer Cart,601.65
2723,2635,CA-2017-116750,07/06/2021,07/11/2021,Negotiating,Stackable Trays,4928.00
2724,2636,CA-2017-116750,07/06/2021,07/11/2021,Negotiating,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7230.00
2725,3003,CA-2017-130610,07/06/2021,07/11/2021,Closed Won,Durable Pressboard Binders,19.00
2726,3198,CA-2017-149384,07/11/2021,07/11/2021,Proposing,Accohide Poly Flexible Ring Binders,3366.00
2727,4405,CA-2017-164336,07/06/2021,07/11/2021,Closed Won,HP Standard 104 key PS/2 Keyboard,34800.00
2728,4406,CA-2017-164336,07/06/2021,07/11/2021,Closed Won,Acco Perma 4000 Stacking Storage Drawers,38976.00
2729,2416,CA-2017-146087,07/07/2021,07/12/2021,Closed Won,Bush Mission Pointe Library,301.96
2730,5164,CA-2017-161627,07/07/2021,07/12/2021,Closed Won,Novimex Turbo Task Chair,17035.20
2731,8298,US-2017-158911,07/06/2021,07/12/2021,Closed Won,Stackable Trays,4928.00
2732,8299,US-2017-158911,07/06/2021,07/12/2021,Closed Won,Avery 508,11784.00
2733,5039,CA-2017-136469,07/12/2021,07/13/21,Closed Lost,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199836.00
2734,5040,CA-2017-136469,07/12/2021,07/13/21,Closed Lost,Wilson Electronics DB Pro Signal Booster,716.00
2735,5041,CA-2017-136469,07/12/2021,07/13/21,Closed Lost,Tuf-Vin Binders,221.06
2736,6838,CA-2017-116260,07/07/2021,07/13/21,Closed Won,Newell 333,11.12
2737,1782,CA-2017-111094,07/10/2021,07/14/21,Closed Won,Tops Wirebound Message Log Books,6.58
2738,1783,CA-2017-111094,07/10/2021,07/14/21,Closed Won,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94
2739,2049,CA-2017-142237,07/12/2021,07/14/21,Closed Lost,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",28980.00
2740,2050,CA-2017-142237,07/12/2021,07/14/21,Closed Lost,Acco Suede Grain Vinyl Round Ring Binder,2502.00
2741,2051,CA-2017-142237,07/12/2021,07/14/21,Closed Lost,3M Organizer Strips,6.48
2742,2052,CA-2017-142237,07/12/2021,07/14/21,Closed Lost,Novimex Fabric Task Chair,34148.80
2743,2053,CA-2017-142237,07/12/2021,07/14/21,Closed Lost,Newell 333,11.12
2744,2054,CA-2017-142237,07/12/2021,07/14/21,Closed Lost,"Master Big Foot Doorstop, Beige",25344.00
2745,2461,CA-2017-142419,07/12/2021,07/14/21,Negotiating,Xerox 1896,29.97
2746,2462,CA-2017-142419,07/12/2021,07/14/21,Negotiating,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98352.00
2747,4276,CA-2017-123456,07/10/2021,07/14/21,Closed Won,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",4863.20
2748,3455,CA-2017-153626,07/10/2021,07/15/21,Closed Won,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",5.16
2749,3678,CA-2017-132626,07/10/2021,07/15/21,Closed Won,Advantus Map Pennant Flags and Round Head Tacks,15.80
2750,3679,CA-2017-132626,07/10/2021,07/15/21,Closed Won,Fellowes Powershred HS-440 4-Sheet High Security Shredder,464.97
2751,3680,CA-2017-132626,07/10/2021,07/15/21,Closed Won,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,181.96
2752,3681,CA-2017-132626,07/10/2021,07/15/21,Closed Won,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",12.39
2753,3682,CA-2017-132626,07/10/2021,07/15/21,Closed Won,"Performers Binder/Pad Holder, Black",84.09
2754,3683,CA-2017-132626,07/10/2021,07/15/21,Closed Won,Prismacolor Color Pencil Set,79.36
2755,3684,CA-2017-132626,07/10/2021,07/15/21,Closed Won,GBC Recycled VeloBinder Covers,153.36
2756,3685,CA-2017-132626,07/10/2021,07/15/21,Closed Won,Wilson Jones Active Use Binders,43.68
2757,3686,CA-2017-132626,07/10/2021,07/15/21,Closed Won,Project Tote Personal File,98.21
2758,3782,CA-2017-135314,07/10/2021,07/15/21,Negotiating,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,269982.00
2759,8089,CA-2017-107020,07/11/2021,07/15/21,Closed Won,Large Capacity Hanging Post Binders,39.92
2760,1701,CA-2017-114069,07/14/21,07/16/21,Negotiating,GBC Plastic Binding Combs,11808.00
2761,1702,CA-2017-114069,07/14/21,07/16/21,Negotiating,Safco Contoured Stacking Chairs,1931.04
2762,1703,CA-2017-114069,07/14/21,07/16/21,Negotiating,Easy-staple paper,9.96
2763,1758,US-2017-107349,07/14/21,07/16/21,Closed Lost,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,4156.80
2764,1829,US-2017-140851,07/14/21,07/16/21,Negotiating,Xerox 1931,38.88
2765,2540,CA-2017-113404,07/17/21,07/17/21,Proposing,Hon 2090 â€œPillow Softâ€ Series Mid Back Swivel/Tilt Chairs,13487.04
2766,2541,CA-2017-113404,07/17/21,07/17/21,Proposing,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700152.00
2767,4544,CA-2017-126557,07/13/21,07/18/21,Negotiating,"Global Push Button Manager's Chair, Indigo",383607.00
2768,4545,CA-2017-126557,07/13/21,07/18/21,Negotiating,Geemarc AmpliPOWER60,148.48
2769,4546,CA-2017-126557,07/13/21,07/18/21,Negotiating,Vtech CS6719,537544.00
2770,4547,CA-2017-126557,07/13/21,07/18/21,Negotiating,Tuff Stuff Recycled Round Ring Binders,1928.00
2771,4548,CA-2017-126557,07/13/21,07/18/21,Negotiating,Newell 32,6912.00
2772,4549,CA-2017-126557,07/13/21,07/18/21,Negotiating,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7.76
2773,4550,CA-2017-126557,07/13/21,07/18/21,Negotiating,GE 2-Jack Phone Line Splitter,6591.68
2774,7796,CA-2017-112711,07/13/21,07/19/21,Closed Won,Vtech CS6719,307168.00
2775,2778,CA-2017-138534,07/18/21,07/20/21,Negotiating,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195466.00
2776,4048,US-2017-166520,07/17/21,07/20/21,Closed Lost,Petty Cash Envelope,8088.00
2777,4049,US-2017-166520,07/17/21,07/20/21,Closed Lost,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.90
2778,7864,CA-2017-143364,07/15/21,07/20/21,Negotiating,SAFCO Boltless Steel Shelving,272736.00
2779,7865,CA-2017-143364,07/15/21,07/20/21,Negotiating,Xerox 1899,18496.00
2780,7866,CA-2017-143364,07/15/21,07/20/21,Negotiating,SAFCO Arco Folding Chair,441.92
2781,7867,CA-2017-143364,07/15/21,07/20/21,Negotiating,"Hon Metal Bookcases, Black",12776.40
2782,1451,US-2017-160150,07/20/21,07/21/21,Closed Lost,Wilson Jones DublLock D-Ring Binders,20250.00
2783,4000,US-2017-149629,07/18/21,07/21/21,Negotiating,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92
2784,4600,CA-2017-146948,07/17/21,07/21/21,Closed Won,"Global Manager's Adjustable Task Chair, Storm",150.98
2785,4601,CA-2017-146948,07/17/21,07/21/21,Closed Won,"White Envelopes, White Envelopes with Clear Poly Window",137.25
2786,4602,CA-2017-146948,07/17/21,07/21/21,Closed Won,"Acco Banker's Clasps, 5 3/4""-Long",11.52
2787,9803,CA-2017-122973,07/19/21,07/21/21,Negotiating,Economy Binders,33280.00
2788,9804,CA-2017-122973,07/19/21,07/21/21,Negotiating,"Plantronics CS 50-USB -Â headsetÂ - Convertible, Monaural",135.99
2789,9805,CA-2017-122973,07/19/21,07/21/21,Negotiating,"Eldon Expressions Wood Desk Accessories, Oak",7.38
2790,7340,CA-2017-159590,07/19/21,07/22/21,Closed Lost,Newell 32,5.76
2791,5832,CA-2017-111206,07/19/21,07/23/21,Closed Won,Logitech G35 7.1-Channel Surround Sound Headset,519.96
2792,8551,CA-2017-121132,07/18/21,07/25/21,Closed Won,Avery 479,6264.00
2793,8552,CA-2017-121132,07/18/21,07/25/21,Closed Won,Advantus T-Pin Paper Clips,14432.00
2794,1850,CA-2017-160472,07/21/21,07/26/21,Negotiating,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76
2795,1851,CA-2017-160472,07/21/21,07/26/21,Negotiating,Imation Bio 8GB USBÂ Flash Drive ImationÂ Corp,831.20
2796,1852,CA-2017-160472,07/21/21,07/26/21,Negotiating,Xerox 1981,26.40
2797,1853,CA-2017-160472,07/21/21,07/26/21,Negotiating,"White Envelopes, White Envelopes with Clear Poly Window",106.75
2798,1854,CA-2017-160472,07/21/21,07/26/21,Negotiating,Tops White Computer Printout Paper,97.82
2799,1855,CA-2017-160472,07/21/21,07/26/21,Negotiating,Eldon Portable Mobile Manager,141.40
2800,4846,CA-2017-124044,07/24/21,07/27/21,Negotiating,Acco 3-Hole Punch,10512.00
2801,9964,CA-2017-143700,07/27/21,07/27/21,Proposing,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10368.00
2802,2807,CA-2017-148635,07/26/21,07/28/21,Negotiating,Plymouth Boxed Rubber Bands by Plymouth,9420.00
2803,2808,CA-2017-148635,07/26/21,07/28/21,Negotiating,Xerox 228,12.96
2804,2809,CA-2017-148635,07/26/21,07/28/21,Negotiating,"Sauder Forest Hills Library, Woodland Oak Finish",704.90
2805,2810,CA-2017-148635,07/26/21,07/28/21,Negotiating,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,5615.68
2806,3323,CA-2017-120810,07/24/21,07/28/21,Closed Won,Belkin F5C206VTEL 6 Outlet Surge,68.94
2807,3324,CA-2017-120810,07/24/21,07/28/21,Closed Won,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82
2808,4383,US-2017-122784,07/21/21,07/28/21,Closed Won,Avery Durable Binders,2880.00
2809,4384,US-2017-122784,07/21/21,07/28/21,Closed Won,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384944.00
2810,4385,US-2017-122784,07/21/21,07/28/21,Closed Won,Pyle PMP37LED,153584.00
2811,4386,US-2017-122784,07/21/21,07/28/21,Closed Won,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43
2812,947,US-2017-140200,07/27/21,07/29/21,Closed Lost,Bevis Boat-Shaped Conference Table,393165.00
2813,6498,CA-2017-103135,07/25/21,07/29/21,Closed Won,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94
2814,6499,CA-2017-103135,07/25/21,07/29/21,Closed Won,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",135.09
2815,6500,CA-2017-103135,07/25/21,07/29/21,Closed Won,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86
2816,6501,CA-2017-103135,07/25/21,07/29/21,Closed Won,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",90.06
2817,1070,US-2017-150161,07/26/21,07/30/21,Closed Won,GBC Premium Transparent Covers with Diagonal Lined Pattern,25176.00
2818,6824,CA-2017-154291,07/26/21,07/30/21,Closed Won,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",98.46
2819,6825,CA-2017-154291,07/26/21,07/30/21,Closed Won,"Bevis Round Conference Table Top, X-Base",358.58
2820,6944,CA-2017-139248,07/26/21,07/31/21,Closed Won,Motorola L703CM,623.96
2821,272,CA-2017-155334,07/31/21,08/01/2021,Closed Lost,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93
2822,273,CA-2017-155334,07/31/21,08/01/2021,Closed Lost,Regeneration Desk Collection,5.28
2823,274,CA-2017-155334,07/31/21,08/01/2021,Closed Lost,Presstex Flexible Ring Binders,10.92
2824,1002,CA-2017-124891,08/01/2021,08/01/2021,Proposing,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65
2825,1003,CA-2017-124891,08/01/2021,08/01/2021,Proposing,"Bevis Round Bullnose 29"" High Table Top",0.00
2826,1004,CA-2017-124891,08/01/2021,08/01/2021,Proposing,Xerox 212,19.44
2827,7435,CA-2017-148180,07/27/21,08/01/2021,Closed Won,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9144.00
2828,7436,CA-2017-148180,07/27/21,08/01/2021,Closed Won,Tuff Stuff Recycled Round Ring Binders,23136.00
2829,7437,CA-2017-148180,07/27/21,08/01/2021,Closed Won,Newell 334,99.20
2830,8814,CA-2017-127754,07/27/21,08/01/2021,Closed Won,Office Star - Contemporary Task Swivel Chair,26635.20
2831,6550,US-2017-164966,07/31/21,08/02/2021,Closed Lost,"Global Stack Chair without Arms, Black",155.88
2832,4318,CA-2017-136735,07/27/21,08/03/2021,Closed Won,Airmail Envelopes,167.86
2833,6218,US-2017-129553,07/28/21,08/03/2021,Closed Won,Mediabridge Sport Armband iPhone 5s,29.97
2834,2175,CA-2017-132507,07/31/21,08/04/2021,Negotiating,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61792.00
2835,4967,CA-2017-122406,08/03/2021,08/06/2021,Negotiating,Plantronics MX500i Earset,12885.00
2836,4968,CA-2017-122406,08/03/2021,08/06/2021,Negotiating,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.40
2837,4969,CA-2017-122406,08/03/2021,08/06/2021,Negotiating,Logitech G700s Rechargeable Gaming Mouse,199.98
2838,4970,CA-2017-122406,08/03/2021,08/06/2021,Negotiating,Office Star Flex Back Scooter Chair with White Frame,110.98
2839,4581,CA-2017-164427,08/01/2021,08/07/2021,Closed Won,Microsoft Sculpt Comfort Mouse,239.70
2840,4644,CA-2017-147501,08/03/2021,08/07/2021,Closed Won,Ibico Presentation Index for Binding Systems,6368.00
2841,4645,CA-2017-147501,08/03/2021,08/07/2021,Closed Won,Okidata C331dn Printer,558.40
2842,8180,CA-2017-112767,08/03/2021,08/07/2021,Closed Won,Balt Split Level Computer Training Table,277.50
2843,8732,CA-2017-111017,08/01/2021,08/07/2021,Closed Won,"Acme 10"" Easy Grip Assistive Scissors",52.59
2844,1505,CA-2017-153388,08/02/2021,08/08/2021,Closed Won,Prang Dustless Chalk Sticks,6.72
2845,1506,CA-2017-153388,08/02/2021,08/08/2021,Closed Won,Hon 2111 Invitation Series Corner Table,0.00
2846,2307,CA-2017-160794,08/07/2021,08/09/2021,Closed Lost,Xerox 188,27216.00
2847,2931,CA-2017-168564,08/09/2021,08/09/2021,Proposing,"ACCOHIDE 3-Ring Binder, Blue, 1""",66080.00
2848,2932,CA-2017-168564,08/09/2021,08/09/2021,Proposing,Presstex Flexible Ring Binders,7.28
2849,2933,CA-2017-168564,08/09/2021,08/09/2021,Proposing,Global Ergonomic Managers Chair,144784.00
2850,5155,US-2017-124219,08/08/2021,08/09/2021,Closed Lost,"Wilson Jones Hanging View Binder, White, 1""",28.40
2851,5156,US-2017-124219,08/08/2021,08/09/2021,Closed Lost,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94
2852,8090,US-2017-117492,08/08/2021,08/10/2021,Closed Lost,"Acco Six-Outlet Power Strip, 4' Cord Length",77.58
2853,8899,CA-2017-163237,08/08/2021,08/10/2021,Negotiating,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97
2854,8900,CA-2017-163237,08/08/2021,08/10/2021,Negotiating,Avery 50,25.06
2855,6661,CA-2017-129322,08/09/2021,08/11/2021,Negotiating,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",39.66
2856,6662,CA-2017-129322,08/09/2021,08/11/2021,Negotiating,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",113.92
2857,6663,CA-2017-129322,08/09/2021,08/11/2021,Negotiating,GBC DocuBind P50 Personal Binding Machine,447.86
2858,9542,CA-2017-135251,08/07/2021,08/11/2021,Closed Won,Avery 505,35.52
2859,9543,CA-2017-135251,08/07/2021,08/11/2021,Closed Won,Avery Hole Reinforcements,6.23
2860,9544,CA-2017-135251,08/07/2021,08/11/2021,Closed Won,Xerox 1906,56704.00
2861,9545,CA-2017-135251,08/07/2021,08/11/2021,Closed Won,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,0.00
2862,4466,CA-2017-163895,08/08/2021,08/12/2021,Closed Won,"ACCOHIDE 3-Ring Binder, Blue, 1""",33040.00
2863,5855,CA-2017-112214,08/06/2021,08/12/2021,Closed Won,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",3348.80
2864,5856,CA-2017-112214,08/06/2021,08/12/2021,Closed Won,Stiletto Hand Letter Openers,23.04
2865,5857,CA-2017-112214,08/06/2021,08/12/2021,Closed Won,Avery Self-Adhesive Photo Pockets for Polaroid Photos,13620.00
2866,5858,CA-2017-112214,08/06/2021,08/12/2021,Closed Won,"Eldon Expressions Wood Desk Accessories, Oak",14.76
2867,1580,CA-2017-131338,08/10/2021,08/13/21,Closed Lost,Nortel Meridian M3904 Professional Digital phone,307.98
2868,1581,CA-2017-131338,08/10/2021,08/13/21,Closed Lost,KI Conference Tables,382806.00
2869,1582,CA-2017-131338,08/10/2021,08/13/21,Closed Lost,"Tennsco Lockers, Gray",41.96
2870,1583,CA-2017-131338,08/10/2021,08/13/21,Closed Lost,GBC Ibimaster 500 Manual ProClick Binding System,0.00
2871,1584,CA-2017-131338,08/10/2021,08/13/21,Closed Lost,Artistic Insta-Plaque,47.04
2872,1585,CA-2017-131338,08/10/2021,08/13/21,Closed Lost,Longer-Life Soft White Bulbs,6.16
2873,1586,CA-2017-131338,08/10/2021,08/13/21,Closed Lost,Panasonic KX-TG9471B,979.95
2874,1587,CA-2017-131338,08/10/2021,08/13/21,Closed Lost,Xerox 1886,143.70
2875,1588,CA-2017-131338,08/10/2021,08/13/21,Closed Lost,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65
2876,1589,CA-2017-131338,08/10/2021,08/13/21,Closed Lost,Belkin QODE FastFit Bluetooth Keyboard,247.80
2877,5100,CA-2017-141936,08/08/2021,08/13/21,Closed Won,Cardinal Hold-It CD Pocket,19152.00
2878,6186,CA-2017-138331,08/08/2021,08/13/21,Closed Won,Stanley Contemporary Battery Pencil Sharpeners,106.80
